trialNum,numTeachers,numAssessments,numExamples,teacherMu,simType,IG
0,1,0,12,0.5,unsortedNaiveTeachers,70.22059814131688
0,1,0,12,0.5,unsortedUncertainTeachers,70.22059814131688
0,1,0,12,0.5,sortedUncertainTeachers,70.22059814131691
0,1,0,12,0.5,unsortedPerfectTeachers,71.50535468460555
0,1,0,12,0.5,sortedPerfectTeachers,71.5053546846056
0,2,0,12,0.5,unsortedNaiveTeachers,70.22059814131694
0,2,0,12,0.5,unsortedUncertainTeachers,70.22059814131694
0,2,0,12,0.5,sortedUncertainTeachers,70.22059814131693
0,2,0,12,0.5,unsortedPerfectTeachers,75.11320622932462
0,2,0,12,0.5,sortedPerfectTeachers,125.15081854353994
0,3,0,12,0.5,unsortedNaiveTeachers,70.22059814131696
0,3,0,12,0.5,unsortedUncertainTeachers,70.22059814131696
0,3,0,12,0.5,sortedUncertainTeachers,70.22059814131696
0,3,0,12,0.5,unsortedPerfectTeachers,72.69784549998256
0,3,0,12,0.5,sortedPerfectTeachers,128.98573456928779
0,5,0,12,0.5,unsortedNaiveTeachers,70.22059814131694
0,5,0,12,0.5,unsortedUncertainTeachers,70.22059814131694
0,5,0,12,0.5,sortedUncertainTeachers,70.22059814131696
0,5,0,12,0.5,unsortedPerfectTeachers,77.0512152948645
0,5,0,12,0.5,sortedPerfectTeachers,133.73534004554287
0,10,0,12,0.5,unsortedNaiveTeachers,70.22059814131694
0,10,0,12,0.5,unsortedUncertainTeachers,70.22059814131694
0,10,0,12,0.5,sortedUncertainTeachers,70.22059814131696
0,10,0,12,0.5,unsortedPerfectTeachers,77.79315263959388
0,10,0,12,0.5,sortedPerfectTeachers,135.92319872707048
0,1,0,12,0.6,unsortedNaiveTeachers,86.5053546846057
0,1,0,12,0.6,unsortedUncertainTeachers,86.5053546846057
0,1,0,12,0.6,sortedUncertainTeachers,86.50535468460568
0,1,0,12,0.6,unsortedPerfectTeachers,120.4048096201567
0,1,0,12,0.6,sortedPerfectTeachers,120.40480962015663
0,2,0,12,0.6,unsortedNaiveTeachers,86.50535468460565
0,2,0,12,0.6,unsortedUncertainTeachers,86.50535468460565
0,2,0,12,0.6,sortedUncertainTeachers,86.50535468460565
0,2,0,12,0.6,unsortedPerfectTeachers,121.1812184428016
0,2,0,12,0.6,sortedPerfectTeachers,174.27305486593883
0,3,0,12,0.6,unsortedNaiveTeachers,86.50535468460566
0,3,0,12,0.6,unsortedUncertainTeachers,86.50535468460566
0,3,0,12,0.6,sortedUncertainTeachers,86.50535468460565
0,3,0,12,0.6,unsortedPerfectTeachers,120.40480962015667
0,3,0,12,0.6,sortedPerfectTeachers,181.2367906511037
0,5,0,12,0.6,unsortedNaiveTeachers,86.50535468460566
0,5,0,12,0.6,unsortedUncertainTeachers,86.50535468460566
0,5,0,12,0.6,sortedUncertainTeachers,86.50535468460566
0,5,0,12,0.6,unsortedPerfectTeachers,124.00507847811372
0,5,0,12,0.6,sortedPerfectTeachers,184.54444200480543
0,10,0,12,0.6,unsortedNaiveTeachers,86.50535468460566
0,10,0,12,0.6,unsortedUncertainTeachers,86.50535468460566
0,10,0,12,0.6,sortedUncertainTeachers,86.50535468460565
0,10,0,12,0.6,unsortedPerfectTeachers,125.63499828169014
0,10,0,12,0.6,sortedPerfectTeachers,186.1899464022992
0,1,0,12,0.7,unsortedNaiveTeachers,113.37738615795456
0,1,0,12,0.7,unsortedUncertainTeachers,170.40480962015658
0,1,0,12,0.7,sortedUncertainTeachers,170.40480962015664
0,1,0,12,0.7,unsortedPerfectTeachers,220.28910621086936
0,1,0,12,0.7,sortedPerfectTeachers,220.28910621086914
0,2,0,12,0.7,unsortedNaiveTeachers,113.37738615795459
0,2,0,12,0.7,unsortedUncertainTeachers,170.40480962015653
0,2,0,12,0.7,sortedUncertainTeachers,170.40480962015653
