trialNum,numTeachers,numAssessments,numExamples,teacherMu,simType,IG
0,1,0,12,0.5,unsortedNaiveTeachers,64.29478743388819
0,1,0,12,0.5,unsortedUncertainTeachers,64.29478743388819
0,1,0,12,0.5,sortedUncertainTeachers,64.29478743388819
0,1,0,12,0.5,unsortedPerfectTeachers,67.31049381720473
0,1,0,12,0.5,sortedPerfectTeachers,67.31049381720479
0,2,0,12,0.5,unsortedNaiveTeachers,64.29478743388826
0,2,0,12,0.5,unsortedUncertainTeachers,64.29478743388826
0,2,0,12,0.5,sortedUncertainTeachers,64.29478743388826
0,2,0,12,0.5,unsortedPerfectTeachers,67.31049381720479
0,2,0,12,0.5,sortedPerfectTeachers,110.43904517352695
0,3,0,12,0.5,unsortedNaiveTeachers,64.29478743388826
0,3,0,12,0.5,unsortedUncertainTeachers,64.29478743388826
0,3,0,12,0.5,sortedUncertainTeachers,64.29478743388826
0,3,0,12,0.5,unsortedPerfectTeachers,67.6740731255075
0,3,0,12,0.5,sortedPerfectTeachers,119.0420566747543
0,5,0,12,0.5,unsortedNaiveTeachers,67.64397651576986
0,5,0,12,0.5,unsortedUncertainTeachers,64.29478743388826
0,5,0,12,0.5,sortedUncertainTeachers,64.29478743388827
0,5,0,12,0.5,unsortedPerfectTeachers,69.00305610384981
0,5,0,12,0.5,sortedPerfectTeachers,124.329381821779
0,10,0,12,0.5,unsortedNaiveTeachers,71.24258306087674
0,10,0,12,0.5,unsortedUncertainTeachers,64.29478743388826
0,10,0,12,0.5,sortedUncertainTeachers,64.29478743388826
0,10,0,12,0.5,unsortedPerfectTeachers,74.72602899379483
0,10,0,12,0.5,sortedPerfectTeachers,125.05866804895489
0,1,0,12,0.6,unsortedNaiveTeachers,82.31049381720487
0,1,0,12,0.6,unsortedUncertainTeachers,82.31049381720487
0,1,0,12,0.6,sortedUncertainTeachers,82.31049381720487
0,1,0,12,0.6,unsortedPerfectTeachers,120.09456368412326
0,1,0,12,0.6,sortedPerfectTeachers,120.09456368412316
