numTeachers,numAssessments,numExamples,teacherMu,exponent,simType,studentID,priorAlpha,priorBeta,guessAlpha,guessBeta,oldDKL,numHeadsShown,newDKL
10,3,9,0.5,1,unsortedUncertainTeachers,0,1,10,2,9,4.888769647026454,8,0.27120031435605796
10,3,9,0.5,1,unsortedUncertainTeachers,1,2,9,1,10,2.691545069690235,9,0.27120031435605796
10,3,9,0.5,1,unsortedUncertainTeachers,2,3,8,3,8,1.3052507085703442,7,0.1658397986982294
10,3,9,0.5,1,unsortedUncertainTeachers,3,4,7,4,7,0.4579528481831403,6,0.1658397986982294
10,3,9,0.5,1,unsortedUncertainTeachers,4,5,6,6,5,0.05248774007497614,4,0.27120031435605796
10,3,9,0.5,1,unsortedUncertainTeachers,5,6,5,3,8,0.05248774007497614,7,1.128650546207279
10,3,9,0.5,1,unsortedUncertainTeachers,6,7,4,6,5,0.4579528481831403,4,0.27120031435605796
10,3,9,0.5,1,unsortedUncertainTeachers,7,8,3,9,2,1.3052507085703442,1,0.27120031435605796
10,3,9,0.5,1,unsortedUncertainTeachers,8,9,2,7,4,2.691545069690235,3,0.5896540454745889
10,3,9,0.5,1,unsortedUncertainTeachers,9,10,1,8,3,4.8887696470264554,2,0.5896540454745889
10,3,9,0.5,1,sortedUncertainTeachers,1,2,9,1,10,2.691545069690235,9,0.27120031435605796
10,3,9,0.5,1,sortedUncertainTeachers,0,1,10,2,9,4.888769647026454,8,0.27120031435605796
10,3,9,0.5,1,sortedUncertainTeachers,5,6,5,3,8,0.05248774007497614,7,1.128650546207279
10,3,9,0.5,1,sortedUncertainTeachers,2,3,8,3,8,1.3052507085703442,7,0.1658397986982294
10,3,9,0.5,1,sortedUncertainTeachers,3,4,7,4,7,0.4579528481831403,6,0.1658397986982294
10,3,9,0.5,1,sortedUncertainTeachers,6,7,4,6,5,0.4579528481831403,4,0.27120031435605796
10,3,9,0.5,1,sortedUncertainTeachers,4,5,6,6,5,0.05248774007497614,4,0.27120031435605796
10,3,9,0.5,1,sortedUncertainTeachers,8,9,2,7,4,2.691545069690235,3,0.5896540454745889
10,3,9,0.5,1,sortedUncertainTeachers,9,10,1,8,3,4.8887696470264554,2,0.5896540454745889
10,3,9,0.5,1,sortedUncertainTeachers,7,8,3,9,2,1.3052507085703442,1,0.27120031435605796
10,3,9,0.5,1,unsortedPerfectTeachers,0,1,10,1,1,4.888769647026454,9,0.1658397986982294
10,3,9,0.5,1,unsortedPerfectTeachers,1,2,9,1,1,2.691545069690235,8,0.1658397986982294
10,3,9,0.5,1,unsortedPerfectTeachers,2,3,8,1,1,1.3052507085703442,7,0.1658397986982294
10,3,9,0.5,1,unsortedPerfectTeachers,3,4,7,1,1,0.4579528481831403,6,0.1658397986982294
10,3,9,0.5,1,unsortedPerfectTeachers,4,5,6,1,1,0.05248774007497614,5,0.1658397986982294
10,3,9,0.5,1,unsortedPerfectTeachers,5,6,5,1,1,0.05248774007497614,4,0.1658397986982294
10,3,9,0.5,1,unsortedPerfectTeachers,6,7,4,1,1,0.4579528481831403,3,0.1658397986982294
10,3,9,0.5,1,unsortedPerfectTeachers,7,8,3,1,1,1.3052507085703442,2,0.1658397986982294
10,3,9,0.5,1,unsortedPerfectTeachers,8,9,2,1,1,2.691545069690235,1,0.1658397986982294
10,3,9,0.5,1,unsortedPerfectTeachers,9,10,1,1,1,4.8887696470264554,0,0.1658397986982294
10,3,9,0.5,1,sortedPerfectTeachers,0,1,10,1,1,4.888769647026454,9,0.1658397986982294
10,3,9,0.5,1,sortedPerfectTeachers,1,2,9,1,1,2.691545069690235,8,0.1658397986982294
10,3,9,0.5,1,sortedPerfectTeachers,2,3,8,1,1,1.3052507085703442,7,0.1658397986982294
10,3,9,0.5,1,sortedPerfectTeachers,3,4,7,1,1,0.4579528481831403,6,0.1658397986982294
10,3,9,0.5,1,sortedPerfectTeachers,4,5,6,1,1,0.05248774007497614,5,0.1658397986982294
10,3,9,0.5,1,sortedPerfectTeachers,5,6,5,1,1,0.05248774007497614,4,0.1658397986982294
10,3,9,0.5,1,sortedPerfectTeachers,6,7,4,1,1,0.4579528481831403,3,0.1658397986982294
10,3,9,0.5,1,sortedPerfectTeachers,7,8,3,1,1,1.3052507085703442,2,0.1658397986982294
10,3,9,0.5,1,sortedPerfectTeachers,8,9,2,1,1,2.691545069690235,1,0.1658397986982294
10,3,9,0.5,1,sortedPerfectTeachers,9,10,1,1,1,4.8887696470264554,0,0.1658397986982294
1,3,9,0.533,1,unsortedNaiveTeachers,0,1,10,1,1,5.5740869094522765,5,2.5379645441025573
1,3,9,0.533,1,unsortedNaiveTeachers,1,2,9,1,1,3.230531694674093,5,1.6184440184271125
1,3,9,0.533,1,unsortedNaiveTeachers,2,3,8,1,1,1.6979066961122373,5,0.933116880252463
1,3,9,0.533,1,unsortedNaiveTeachers,3,4,7,1,1,0.7042781982830695,5,0.46833251169196544
1,3,9,0.533,1,unsortedNaiveTeachers,4,5,6,1,1,0.15248245273294136,5,0.21664135859217382
1,3,9,0.533,1,unsortedNaiveTeachers,5,6,5,1,1,0.006151815290977858,5,0.17567123680803576
1,3,9,0.533,1,unsortedNaiveTeachers,6,7,4,1,1,0.2652862859571776,5,0.3477943304846036
1,3,9,0.533,1,unsortedNaiveTeachers,7,8,3,1,1,0.9662535089024176,5,0.7404601937753306
1,3,9,0.533,1,unsortedNaiveTeachers,8,9,2,1,1,2.2062172325803453,5,1.3673194445668457
1,3,9,0.533,1,unsortedNaiveTeachers,9,10,1,1,1,4.2571111724746,5,2.250608224306042
1,3,9,0.533,1,unsortedUncertainTeachers,0,1,10,2,9,5.5740869094522765,6,1.6184440184271125
1,3,9,0.533,1,unsortedUncertainTeachers,1,2,9,1,10,3.230531694674093,6,0.933116880252463
1,3,9,0.533,1,unsortedUncertainTeachers,2,3,8,3,8,1.6979066961122373,6,0.46833251169196544
1,3,9,0.533,1,unsortedUncertainTeachers,3,4,7,4,7,0.7042781982830695,6,0.21664135859217382
1,3,9,0.533,1,unsortedUncertainTeachers,4,5,6,6,5,0.15248245273294136,6,0.17567123680803576
1,3,9,0.533,1,unsortedUncertainTeachers,5,6,5,3,8,0.006151815290977858,6,0.3477943304846036
1,3,9,0.533,1,unsortedUncertainTeachers,6,7,4,6,5,0.2652862859571776,6,0.7404601937753306
1,3,9,0.533,1,unsortedUncertainTeachers,7,8,3,9,2,0.9662535089024176,6,1.3673194445668457
1,3,9,0.533,1,unsortedUncertainTeachers,8,9,2,7,4,2.2062172325803453,6,2.250608224306042
1,3,9,0.533,1,unsortedUncertainTeachers,9,10,1,8,3,4.2571111724746,6,3.426033426846395
1,3,9,0.533,1,sortedUncertainTeachers,1,2,9,1,10,3.230531694674093,6,0.933116880252463
1,3,9,0.533,1,sortedUncertainTeachers,0,1,10,2,9,5.5740869094522765,6,1.6184440184271125
1,3,9,0.533,1,sortedUncertainTeachers,5,6,5,3,8,0.006151815290977858,6,0.3477943304846036
1,3,9,0.533,1,sortedUncertainTeachers,2,3,8,3,8,1.6979066961122373,6,0.46833251169196544
1,3,9,0.533,1,sortedUncertainTeachers,3,4,7,4,7,0.7042781982830695,6,0.21664135859217382
1,3,9,0.533,1,sortedUncertainTeachers,6,7,4,6,5,0.2652862859571776,6,0.7404601937753306
1,3,9,0.533,1,sortedUncertainTeachers,4,5,6,6,5,0.15248245273294136,6,0.17567123680803576
1,3,9,0.533,1,sortedUncertainTeachers,8,9,2,7,4,2.2062172325803453,6,2.250608224306042
1,3,9,0.533,1,sortedUncertainTeachers,9,10,1,8,3,4.2571111724746,6,3.426033426846395
1,3,9,0.533,1,sortedUncertainTeachers,7,8,3,9,2,0.9662535089024176,6,1.3673194445668457
1,3,9,0.533,1,unsortedPerfectTeachers,0,1,10,1,1,5.5740869094522765,5,2.5379645441025573
1,3,9,0.533,1,unsortedPerfectTeachers,1,2,9,1,1,3.230531694674093,5,1.6184440184271125
1,3,9,0.533,1,unsortedPerfectTeachers,2,3,8,1,1,1.6979066961122373,5,0.933116880252463
1,3,9,0.533,1,unsortedPerfectTeachers,3,4,7,1,1,0.7042781982830695,5,0.46833251169196544
1,3,9,0.533,1,unsortedPerfectTeachers,4,5,6,1,1,0.15248245273294136,5,0.21664135859217382
1,3,9,0.533,1,unsortedPerfectTeachers,5,6,5,1,1,0.006151815290977858,5,0.17567123680803576
1,3,9,0.533,1,unsortedPerfectTeachers,6,7,4,1,1,0.2652862859571776,5,0.3477943304846036
1,3,9,0.533,1,unsortedPerfectTeachers,7,8,3,1,1,0.9662535089024176,5,0.7404601937753306
1,3,9,0.533,1,unsortedPerfectTeachers,8,9,2,1,1,2.2062172325803453,5,1.3673194445668457
1,3,9,0.533,1,unsortedPerfectTeachers,9,10,1,1,1,4.2571111724746,5,2.250608224306042
1,3,9,0.533,1,sortedPerfectTeachers,0,1,10,1,1,5.5740869094522765,5,2.5379645441025573
1,3,9,0.533,1,sortedPerfectTeachers,1,2,9,1,1,3.230531694674093,5,1.6184440184271125
1,3,9,0.533,1,sortedPerfectTeachers,2,3,8,1,1,1.6979066961122373,5,0.933116880252463
1,3,9,0.533,1,sortedPerfectTeachers,3,4,7,1,1,0.7042781982830695,5,0.46833251169196544
1,3,9,0.533,1,sortedPerfectTeachers,4,5,6,1,1,0.15248245273294136,5,0.21664135859217382
1,3,9,0.533,1,sortedPerfectTeachers,5,6,5,1,1,0.006151815290977858,5,0.17567123680803576
1,3,9,0.533,1,sortedPerfectTeachers,6,7,4,1,1,0.2652862859571776,5,0.3477943304846036
1,3,9,0.533,1,sortedPerfectTeachers,7,8,3,1,1,0.9662535089024176,5,0.7404601937753306
1,3,9,0.533,1,sortedPerfectTeachers,8,9,2,1,1,2.2062172325803453,5,1.3673194445668457
1,3,9,0.533,1,sortedPerfectTeachers,9,10,1,1,1,4.2571111724746,5,2.250608224306042
2,3,9,0.533,1,unsortedNaiveTeachers,0,1,10,1,1,5.5740869094522765,3,5.182001076149966
2,3,9,0.533,1,unsortedNaiveTeachers,1,2,9,1,1,3.230531694674093,3,3.7139145987256796
2,3,9,0.533,1,unsortedNaiveTeachers,2,3,8,1,1,1.6979066961122373,3,2.5379645441025573
2,3,9,0.533,1,unsortedNaiveTeachers,3,4,7,1,1,0.7042781982830695,3,1.6184440184271125
2,3,9,0.533,1,unsortedNaiveTeachers,4,5,6,1,1,0.15248245273294136,3,0.933116880252463
2,3,9,0.533,1,unsortedNaiveTeachers,5,6,5,1,1,0.006151815290977858,4,0.21664135859217382
2,3,9,0.533,1,unsortedNaiveTeachers,6,7,4,1,1,0.2652862859571776,4,0.17567123680803576
2,3,9,0.533,1,unsortedNaiveTeachers,7,8,3,1,1,0.9662535089024176,4,0.3477943304846036
2,3,9,0.533,1,unsortedNaiveTeachers,8,9,2,1,1,2.2062172325803453,4,0.7404601937753306
2,3,9,0.533,1,unsortedNaiveTeachers,9,10,1,1,1,4.2571111724746,4,1.3673194445668457
2,3,9,0.533,1,unsortedUncertainTeachers,0,1,10,2,9,5.5740869094522765,7,0.933116880252463
2,3,9,0.533,1,unsortedUncertainTeachers,1,2,9,1,10,3.230531694674093,7,0.46833251169196544
2,3,9,0.533,1,unsortedUncertainTeachers,2,3,8,3,8,1.6979066961122373,7,0.21664135859217382
2,3,9,0.533,1,unsortedUncertainTeachers,3,4,7,4,7,0.7042781982830695,7,0.17567123680803576
2,3,9,0.533,1,unsortedUncertainTeachers,4,5,6,6,5,0.15248245273294136,7,0.3477943304846036
2,3,9,0.533,1,unsortedUncertainTeachers,5,6,5,3,8,0.006151815290977858,4,0.21664135859217382
2,3,9,0.533,1,unsortedUncertainTeachers,6,7,4,6,5,0.2652862859571776,4,0.17567123680803576
2,3,9,0.533,1,unsortedUncertainTeachers,7,8,3,9,2,0.9662535089024176,4,0.3477943304846036
2,3,9,0.533,1,unsortedUncertainTeachers,8,9,2,7,4,2.2062172325803453,4,0.7404601937753306
2,3,9,0.533,1,unsortedUncertainTeachers,9,10,1,8,3,4.2571111724746,4,1.3673194445668457
2,3,9,0.533,1,sortedUncertainTeachers,1,2,9,1,10,3.230531694674093,8,0.21664135859217382
2,3,9,0.533,1,sortedUncertainTeachers,0,1,10,2,9,5.5740869094522765,8,0.46833251169196544
2,3,9,0.533,1,sortedUncertainTeachers,5,6,5,3,8,0.006151815290977858,8,1.3673194445668457
2,3,9,0.533,1,sortedUncertainTeachers,2,3,8,3,8,1.6979066961122373,8,0.17567123680803576
2,3,9,0.533,1,sortedUncertainTeachers,3,4,7,4,7,0.7042781982830695,8,0.3477943304846036
2,3,9,0.533,1,sortedUncertainTeachers,6,7,4,6,5,0.2652862859571776,3,0.21664135859217382
2,3,9,0.533,1,sortedUncertainTeachers,4,5,6,6,5,0.15248245273294136,3,0.933116880252463
2,3,9,0.533,1,sortedUncertainTeachers,8,9,2,7,4,2.2062172325803453,3,0.3477943304846036
2,3,9,0.533,1,sortedUncertainTeachers,9,10,1,8,3,4.2571111724746,3,0.7404601937753306
2,3,9,0.533,1,sortedUncertainTeachers,7,8,3,9,2,0.9662535089024176,3,0.17567123680803576
2,3,9,0.533,1,unsortedPerfectTeachers,0,1,10,1,1,5.5740869094522765,8,0.46833251169196544
2,3,9,0.533,1,unsortedPerfectTeachers,1,2,9,1,1,3.230531694674093,8,0.21664135859217382
2,3,9,0.533,1,unsortedPerfectTeachers,2,3,8,1,1,1.6979066961122373,8,0.17567123680803576
2,3,9,0.533,1,unsortedPerfectTeachers,3,4,7,1,1,0.7042781982830695,8,0.3477943304846036
2,3,9,0.533,1,unsortedPerfectTeachers,4,5,6,1,1,0.15248245273294136,8,0.7404601937753306
2,3,9,0.533,1,unsortedPerfectTeachers,5,6,5,1,1,0.006151815290977858,3,0.46833251169196544
2,3,9,0.533,1,unsortedPerfectTeachers,6,7,4,1,1,0.2652862859571776,3,0.21664135859217382
2,3,9,0.533,1,unsortedPerfectTeachers,7,8,3,1,1,0.9662535089024176,3,0.17567123680803576
2,3,9,0.533,1,unsortedPerfectTeachers,8,9,2,1,1,2.2062172325803453,3,0.3477943304846036
2,3,9,0.533,1,unsortedPerfectTeachers,9,10,1,1,1,4.2571111724746,3,0.7404601937753306
2,3,9,0.533,1,sortedPerfectTeachers,0,1,10,1,1,5.5740869094522765,8,0.46833251169196544
2,3,9,0.533,1,sortedPerfectTeachers,1,2,9,1,1,3.230531694674093,8,0.21664135859217382
2,3,9,0.533,1,sortedPerfectTeachers,2,3,8,1,1,1.6979066961122373,8,0.17567123680803576
2,3,9,0.533,1,sortedPerfectTeachers,3,4,7,1,1,0.7042781982830695,8,0.3477943304846036
2,3,9,0.533,1,sortedPerfectTeachers,4,5,6,1,1,0.15248245273294136,8,0.7404601937753306
2,3,9,0.533,1,sortedPerfectTeachers,5,6,5,1,1,0.006151815290977858,3,0.46833251169196544
2,3,9,0.533,1,sortedPerfectTeachers,6,7,4,1,1,0.2652862859571776,3,0.21664135859217382
2,3,9,0.533,1,sortedPerfectTeachers,7,8,3,1,1,0.9662535089024176,3,0.17567123680803576
2,3,9,0.533,1,sortedPerfectTeachers,8,9,2,1,1,2.2062172325803453,3,0.3477943304846036
2,3,9,0.533,1,sortedPerfectTeachers,9,10,1,1,1,4.2571111724746,3,0.7404601937753306
3,3,9,0.533,1,unsortedNaiveTeachers,0,1,10,1,1,5.5740869094522765,6,1.6184440184271125
3,3,9,0.533,1,unsortedNaiveTeachers,1,2,9,1,1,3.230531694674093,6,0.933116880252463
3,3,9,0.533,1,unsortedNaiveTeachers,2,3,8,1,1,1.6979066961122373,6,0.46833251169196544
3,3,9,0.533,1,unsortedNaiveTeachers,3,4,7,1,1,0.7042781982830695,6,0.21664135859217382
3,3,9,0.533,1,unsortedNaiveTeachers,4,5,6,1,1,0.15248245273294136,3,0.933116880252463
3,3,9,0.533,1,unsortedNaiveTeachers,5,6,5,1,1,0.006151815290977858,3,0.46833251169196544
3,3,9,0.533,1,unsortedNaiveTeachers,6,7,4,1,1,0.2652862859571776,3,0.21664135859217382
3,3,9,0.533,1,unsortedNaiveTeachers,7,8,3,1,1,0.9662535089024176,6,1.3673194445668457
3,3,9,0.533,1,unsortedNaiveTeachers,8,9,2,1,1,2.2062172325803453,6,2.250608224306042
3,3,9,0.533,1,unsortedNaiveTeachers,9,10,1,1,1,4.2571111724746,6,3.426033426846395
3,3,9,0.533,1,unsortedUncertainTeachers,0,1,10,2,9,5.5740869094522765,8,0.46833251169196544
3,3,9,0.533,1,unsortedUncertainTeachers,1,2,9,1,10,3.230531694674093,8,0.21664135859217382
3,3,9,0.533,1,unsortedUncertainTeachers,2,3,8,3,8,1.6979066961122373,8,0.17567123680803576
3,3,9,0.533,1,unsortedUncertainTeachers,3,4,7,4,7,0.7042781982830695,8,0.3477943304846036
3,3,9,0.533,1,unsortedUncertainTeachers,4,5,6,6,5,0.15248245273294136,6,0.17567123680803576
3,3,9,0.533,1,unsortedUncertainTeachers,5,6,5,3,8,0.006151815290977858,6,0.3477943304846036
3,3,9,0.533,1,unsortedUncertainTeachers,6,7,4,6,5,0.2652862859571776,6,0.7404601937753306
3,3,9,0.533,1,unsortedUncertainTeachers,7,8,3,9,2,0.9662535089024176,3,0.17567123680803576
3,3,9,0.533,1,unsortedUncertainTeachers,8,9,2,7,4,2.2062172325803453,3,0.3477943304846036
3,3,9,0.533,1,unsortedUncertainTeachers,9,10,1,8,3,4.2571111724746,3,0.7404601937753306
3,3,9,0.533,1,sortedUncertainTeachers,1,2,9,1,10,3.230531694674093,8,0.21664135859217382
3,3,9,0.533,1,sortedUncertainTeachers,0,1,10,2,9,5.5740869094522765,8,0.46833251169196544
3,3,9,0.533,1,sortedUncertainTeachers,5,6,5,3,8,0.006151815290977858,8,1.3673194445668457
3,3,9,0.533,1,sortedUncertainTeachers,2,3,8,3,8,1.6979066961122373,8,0.17567123680803576
3,3,9,0.533,1,sortedUncertainTeachers,3,4,7,4,7,0.7042781982830695,5,0.46833251169196544
3,3,9,0.533,1,sortedUncertainTeachers,6,7,4,6,5,0.2652862859571776,5,0.3477943304846036
3,3,9,0.533,1,sortedUncertainTeachers,4,5,6,6,5,0.15248245273294136,5,0.21664135859217382
3,3,9,0.533,1,sortedUncertainTeachers,8,9,2,7,4,2.2062172325803453,3,0.3477943304846036
3,3,9,0.533,1,sortedUncertainTeachers,9,10,1,8,3,4.2571111724746,3,0.7404601937753306
3,3,9,0.533,1,sortedUncertainTeachers,7,8,3,9,2,0.9662535089024176,3,0.17567123680803576
3,3,9,0.533,1,unsortedPerfectTeachers,0,1,10,1,1,5.5740869094522765,8,0.46833251169196544
3,3,9,0.533,1,unsortedPerfectTeachers,1,2,9,1,1,3.230531694674093,8,0.21664135859217382
3,3,9,0.533,1,unsortedPerfectTeachers,2,3,8,1,1,1.6979066961122373,8,0.17567123680803576
3,3,9,0.533,1,unsortedPerfectTeachers,3,4,7,1,1,0.7042781982830695,8,0.3477943304846036
3,3,9,0.533,1,unsortedPerfectTeachers,4,5,6,1,1,0.15248245273294136,5,0.21664135859217382
3,3,9,0.533,1,unsortedPerfectTeachers,5,6,5,1,1,0.006151815290977858,5,0.17567123680803576
3,3,9,0.533,1,unsortedPerfectTeachers,6,7,4,1,1,0.2652862859571776,5,0.3477943304846036
3,3,9,0.533,1,unsortedPerfectTeachers,7,8,3,1,1,0.9662535089024176,2,0.21664135859217382
3,3,9,0.533,1,unsortedPerfectTeachers,8,9,2,1,1,2.2062172325803453,2,0.17567123680803576
3,3,9,0.533,1,unsortedPerfectTeachers,9,10,1,1,1,4.2571111724746,2,0.3477943304846036
3,3,9,0.533,1,sortedPerfectTeachers,0,1,10,1,1,5.5740869094522765,8,0.46833251169196544
3,3,9,0.533,1,sortedPerfectTeachers,1,2,9,1,1,3.230531694674093,8,0.21664135859217382
3,3,9,0.533,1,sortedPerfectTeachers,2,3,8,1,1,1.6979066961122373,8,0.17567123680803576
3,3,9,0.533,1,sortedPerfectTeachers,3,4,7,1,1,0.7042781982830695,8,0.3477943304846036
3,3,9,0.533,1,sortedPerfectTeachers,4,5,6,1,1,0.15248245273294136,5,0.21664135859217382
3,3,9,0.533,1,sortedPerfectTeachers,5,6,5,1,1,0.006151815290977858,5,0.17567123680803576
3,3,9,0.533,1,sortedPerfectTeachers,6,7,4,1,1,0.2652862859571776,5,0.3477943304846036
3,3,9,0.533,1,sortedPerfectTeachers,7,8,3,1,1,0.9662535089024176,2,0.21664135859217382
3,3,9,0.533,1,sortedPerfectTeachers,8,9,2,1,1,2.2062172325803453,2,0.17567123680803576
3,3,9,0.533,1,sortedPerfectTeachers,9,10,1,1,1,4.2571111724746,2,0.3477943304846036
5,3,9,0.533,1,unsortedNaiveTeachers,0,1,10,1,1,5.5740869094522765,5,2.5379645441025573
5,3,9,0.533,1,unsortedNaiveTeachers,1,2,9,1,1,3.230531694674093,5,1.6184440184271125
5,3,9,0.533,1,unsortedNaiveTeachers,2,3,8,1,1,1.6979066961122373,5,0.933116880252463
5,3,9,0.533,1,unsortedNaiveTeachers,3,4,7,1,1,0.7042781982830695,5,0.46833251169196544
5,3,9,0.533,1,unsortedNaiveTeachers,4,5,6,1,1,0.15248245273294136,5,0.21664135859217382
5,3,9,0.533,1,unsortedNaiveTeachers,5,6,5,1,1,0.006151815290977858,5,0.17567123680803576
5,3,9,0.533,1,unsortedNaiveTeachers,6,7,4,1,1,0.2652862859571776,3,0.21664135859217382
5,3,9,0.533,1,unsortedNaiveTeachers,7,8,3,1,1,0.9662535089024176,3,0.17567123680803576
5,3,9,0.533,1,unsortedNaiveTeachers,8,9,2,1,1,2.2062172325803453,5,1.3673194445668457
5,3,9,0.533,1,unsortedNaiveTeachers,9,10,1,1,1,4.2571111724746,5,2.250608224306042
5,3,9,0.533,1,unsortedUncertainTeachers,0,1,10,2,9,5.5740869094522765,9,0.21664135859217382
5,3,9,0.533,1,unsortedUncertainTeachers,1,2,9,1,10,3.230531694674093,9,0.17567123680803576
5,3,9,0.533,1,unsortedUncertainTeachers,2,3,8,3,8,1.6979066961122373,7,0.21664135859217382
5,3,9,0.533,1,unsortedUncertainTeachers,3,4,7,4,7,0.7042781982830695,7,0.17567123680803576
5,3,9,0.533,1,unsortedUncertainTeachers,4,5,6,6,5,0.15248245273294136,6,0.17567123680803576
5,3,9,0.533,1,unsortedUncertainTeachers,5,6,5,3,8,0.006151815290977858,6,0.3477943304846036
5,3,9,0.533,1,unsortedUncertainTeachers,6,7,4,6,5,0.2652862859571776,3,0.21664135859217382
5,3,9,0.533,1,unsortedUncertainTeachers,7,8,3,9,2,0.9662535089024176,3,0.17567123680803576
5,3,9,0.533,1,unsortedUncertainTeachers,8,9,2,7,4,2.2062172325803453,3,0.3477943304846036
5,3,9,0.533,1,unsortedUncertainTeachers,9,10,1,8,3,4.2571111724746,3,0.7404601937753306
5,3,9,0.533,1,sortedUncertainTeachers,1,2,9,1,10,3.230531694674093,9,0.17567123680803576
5,3,9,0.533,1,sortedUncertainTeachers,0,1,10,2,9,5.5740869094522765,9,0.21664135859217382
5,3,9,0.533,1,sortedUncertainTeachers,5,6,5,3,8,0.006151815290977858,8,1.3673194445668457
5,3,9,0.533,1,sortedUncertainTeachers,2,3,8,3,8,1.6979066961122373,8,0.17567123680803576
5,3,9,0.533,1,sortedUncertainTeachers,3,4,7,4,7,0.7042781982830695,6,0.21664135859217382
5,3,9,0.533,1,sortedUncertainTeachers,6,7,4,6,5,0.2652862859571776,6,0.7404601937753306
5,3,9,0.533,1,sortedUncertainTeachers,4,5,6,6,5,0.15248245273294136,4,0.46833251169196544
5,3,9,0.533,1,sortedUncertainTeachers,8,9,2,7,4,2.2062172325803453,4,0.7404601937753306
5,3,9,0.533,1,sortedUncertainTeachers,9,10,1,8,3,4.2571111724746,2,0.3477943304846036
5,3,9,0.533,1,sortedUncertainTeachers,7,8,3,9,2,0.9662535089024176,2,0.21664135859217382
5,3,9,0.533,1,unsortedPerfectTeachers,0,1,10,1,1,5.5740869094522765,9,0.21664135859217382
5,3,9,0.533,1,unsortedPerfectTeachers,1,2,9,1,1,3.230531694674093,9,0.17567123680803576
5,3,9,0.533,1,unsortedPerfectTeachers,2,3,8,1,1,1.6979066961122373,7,0.21664135859217382
5,3,9,0.533,1,unsortedPerfectTeachers,3,4,7,1,1,0.7042781982830695,7,0.17567123680803576
5,3,9,0.533,1,unsortedPerfectTeachers,4,5,6,1,1,0.15248245273294136,5,0.21664135859217382
5,3,9,0.533,1,unsortedPerfectTeachers,5,6,5,1,1,0.006151815290977858,5,0.17567123680803576
5,3,9,0.533,1,unsortedPerfectTeachers,6,7,4,1,1,0.2652862859571776,3,0.21664135859217382
5,3,9,0.533,1,unsortedPerfectTeachers,7,8,3,1,1,0.9662535089024176,3,0.17567123680803576
5,3,9,0.533,1,unsortedPerfectTeachers,8,9,2,1,1,2.2062172325803453,1,0.21664135859217382
5,3,9,0.533,1,unsortedPerfectTeachers,9,10,1,1,1,4.2571111724746,1,0.17567123680803576
5,3,9,0.533,1,sortedPerfectTeachers,0,1,10,1,1,5.5740869094522765,9,0.21664135859217382
5,3,9,0.533,1,sortedPerfectTeachers,1,2,9,1,1,3.230531694674093,9,0.17567123680803576
5,3,9,0.533,1,sortedPerfectTeachers,2,3,8,1,1,1.6979066961122373,7,0.21664135859217382
5,3,9,0.533,1,sortedPerfectTeachers,3,4,7,1,1,0.7042781982830695,7,0.17567123680803576
5,3,9,0.533,1,sortedPerfectTeachers,4,5,6,1,1,0.15248245273294136,5,0.21664135859217382
5,3,9,0.533,1,sortedPerfectTeachers,5,6,5,1,1,0.006151815290977858,5,0.17567123680803576
5,3,9,0.533,1,sortedPerfectTeachers,6,7,4,1,1,0.2652862859571776,3,0.21664135859217382
5,3,9,0.533,1,sortedPerfectTeachers,7,8,3,1,1,0.9662535089024176,3,0.17567123680803576
5,3,9,0.533,1,sortedPerfectTeachers,8,9,2,1,1,2.2062172325803453,1,0.21664135859217382
5,3,9,0.533,1,sortedPerfectTeachers,9,10,1,1,1,4.2571111724746,1,0.17567123680803576
10,3,9,0.533,1,unsortedNaiveTeachers,0,1,10,1,1,5.5740869094522765,5,2.5379645441025573
10,3,9,0.533,1,unsortedNaiveTeachers,1,2,9,1,1,3.230531694674093,6,0.933116880252463
10,3,9,0.533,1,unsortedNaiveTeachers,2,3,8,1,1,1.6979066961122373,5,0.933116880252463
10,3,9,0.533,1,unsortedNaiveTeachers,3,4,7,1,1,0.7042781982830695,5,0.46833251169196544
10,3,9,0.533,1,unsortedNaiveTeachers,4,5,6,1,1,0.15248245273294136,3,0.933116880252463
10,3,9,0.533,1,unsortedNaiveTeachers,5,6,5,1,1,0.006151815290977858,6,0.3477943304846036
10,3,9,0.533,1,unsortedNaiveTeachers,6,7,4,1,1,0.2652862859571776,5,0.3477943304846036
10,3,9,0.533,1,unsortedNaiveTeachers,7,8,3,1,1,0.9662535089024176,4,0.3477943304846036
10,3,9,0.533,1,unsortedNaiveTeachers,8,9,2,1,1,2.2062172325803453,4,0.7404601937753306
10,3,9,0.533,1,unsortedNaiveTeachers,9,10,1,1,1,4.2571111724746,5,2.250608224306042
10,3,9,0.533,1,unsortedUncertainTeachers,0,1,10,2,9,5.5740869094522765,9,0.21664135859217382
10,3,9,0.533,1,unsortedUncertainTeachers,1,2,9,1,10,3.230531694674093,9,0.17567123680803576
10,3,9,0.533,1,unsortedUncertainTeachers,2,3,8,3,8,1.6979066961122373,8,0.17567123680803576
10,3,9,0.533,1,unsortedUncertainTeachers,3,4,7,4,7,0.7042781982830695,7,0.17567123680803576
10,3,9,0.533,1,unsortedUncertainTeachers,4,5,6,6,5,0.15248245273294136,5,0.21664135859217382
10,3,9,0.533,1,unsortedUncertainTeachers,5,6,5,3,8,0.006151815290977858,8,1.3673194445668457
