trialNum,numTeachers,numAssessments,numExamples,teacherMu,exponent,simType,IG
0,1,0,10,0.7,1.0,unsortedPerfectTeachers,148.24856716463816
0,1,0,10,0.7,1.0,sortedPerfectTeachers,148.24856716463813
0,1,0,10,0.7,1.1,unsortedNaiveTeachers,102.65961450413083
0,1,0,10,0.7,1.1,unsortedUncertainTeachers,102.65961450413083
0,1,0,10,0.7,1.1,sortedUncertainTeachers,102.65961450413076
0,1,0,10,0.7,1.1,unsortedPerfectTeachers,174.4478611169987
0,1,0,10,0.7,1.1,sortedPerfectTeachers,174.4478611169986
0,1,0,10,0.7,1.2,unsortedNaiveTeachers,38.83310199049947
0,1,0,10,0.7,1.2,unsortedUncertainTeachers,113.41871648488528
0,1,0,10,0.7,1.2,sortedUncertainTeachers,113.41871648488528
0,1,0,10,0.7,1.2,unsortedPerfectTeachers,205.2015658896851
0,1,0,10,0.7,1.2,sortedPerfectTeachers,205.20156588968504
0,2,0,10,0.7,0.8,unsortedNaiveTeachers,62.139225232545364
0,2,0,10,0.7,0.8,unsortedUncertainTeachers,77.95831006999884
0,2,0,10,0.7,0.8,sortedUncertainTeachers,77.95831006999884
0,2,0,10,0.7,0.8,unsortedPerfectTeachers,106.7403068193054
0,2,0,10,0.7,0.8,sortedPerfectTeachers,143.23559319265323
0,2,0,10,0.7,0.9,unsortedNaiveTeachers,55.16845686763227
0,2,0,10,0.7,0.9,unsortedUncertainTeachers,85.07321666049228
0,2,0,10,0.7,0.9,sortedUncertainTeachers,85.07321666049226
0,2,0,10,0.7,0.9,unsortedPerfectTeachers,125.88172838634591
0,2,0,10,0.7,0.9,sortedPerfectTeachers,166.57541301887375
0,2,0,10,0.7,1.0,unsortedNaiveTeachers,93.263775081849
0,2,0,10,0.7,1.0,unsortedUncertainTeachers,93.263775081849
0,2,0,10,0.7,1.0,sortedUncertainTeachers,93.26377508184899
0,2,0,10,0.7,1.0,unsortedPerfectTeachers,148.2485671646382
0,2,0,10,0.7,1.0,sortedPerfectTeachers,194.24249885681067
0,2,0,10,0.7,1.1,unsortedNaiveTeachers,151.78169033256265
0,2,0,10,0.7,1.1,unsortedUncertainTeachers,102.65961450413067
0,2,0,10,0.7,1.1,sortedUncertainTeachers,102.65961450413067
0,2,0,10,0.7,1.1,unsortedPerfectTeachers,174.44786111699858
0,2,0,10,0.7,1.1,sortedPerfectTeachers,227.07080661024077
0,2,0,10,0.7,1.2,unsortedNaiveTeachers,139.64397443944557
0,2,0,10,0.7,1.2,unsortedUncertainTeachers,113.41871648488528
0,2,0,10,0.7,1.2,sortedUncertainTeachers,113.41871648488528
0,2,0,10,0.7,1.2,unsortedPerfectTeachers,205.201565889685
0,2,0,10,0.7,1.2,sortedPerfectTeachers,266.07382267752314
0,3,0,10,0.7,0.8,unsortedNaiveTeachers,58.45937539612444
0,3,0,10,0.7,0.8,unsortedUncertainTeachers,77.95831006999884
0,3,0,10,0.7,0.8,sortedUncertainTeachers,77.95831006999884
0,3,0,10,0.7,0.8,unsortedPerfectTeachers,108.7973602640075
0,3,0,10,0.7,0.8,sortedPerfectTeachers,146.66880993748651
0,3,0,10,0.7,0.9,unsortedNaiveTeachers,91.49703428107723
0,3,0,10,0.7,0.9,unsortedUncertainTeachers,85.07321666049228
0,3,0,10,0.7,0.9,sortedUncertainTeachers,85.07321666049229
0,3,0,10,0.7,0.9,unsortedPerfectTeachers,127.0650046886418
0,3,0,10,0.7,0.9,sortedPerfectTeachers,169.53402083548224
0,3,0,10,0.7,1.0,unsortedNaiveTeachers,69.1059644261829
0,3,0,10,0.7,1.0,unsortedUncertainTeachers,93.263775081849
0,3,0,10,0.7,1.0,sortedUncertainTeachers,93.26377508184902
0,3,0,10,0.7,1.0,unsortedPerfectTeachers,148.27830138745742
0,3,0,10,0.7,1.0,sortedPerfectTeachers,196.66063444428443
0,3,0,10,0.7,1.1,unsortedNaiveTeachers,113.30127957189075
0,3,0,10,0.7,1.1,unsortedUncertainTeachers,102.6596145041307
0,3,0,10,0.7,1.1,sortedUncertainTeachers,102.6596145041307
0,3,0,10,0.7,1.1,unsortedPerfectTeachers,176.1634401924337
0,3,0,10,0.7,1.1,sortedPerfectTeachers,228.89341986597432
0,3,0,10,0.7,1.2,unsortedNaiveTeachers,126.45721016634934
0,3,0,10,0.7,1.2,unsortedUncertainTeachers,113.41871648488527
0,3,0,10,0.7,1.2,sortedUncertainTeachers,113.41871648488527
0,3,0,10,0.7,1.2,unsortedPerfectTeachers,209.46247895585412
0,3,0,10,0.7,1.2,sortedPerfectTeachers,267.25202680642826
0,5,0,10,0.7,0.8,unsortedNaiveTeachers,61.298359429526336
0,5,0,10,0.7,0.8,unsortedUncertainTeachers,77.95831006999884
0,5,0,10,0.7,0.8,sortedUncertainTeachers,77.95831006999884
0,5,0,10,0.7,0.8,unsortedPerfectTeachers,107.96186290995175
0,5,0,10,0.7,0.8,sortedPerfectTeachers,149.82968299698763
0,5,0,10,0.7,0.9,unsortedNaiveTeachers,112.66822275917956
0,5,0,10,0.7,0.9,unsortedUncertainTeachers,85.07321666049226
0,5,0,10,0.7,0.9,sortedUncertainTeachers,85.07321666049228
0,5,0,10,0.7,0.9,unsortedPerfectTeachers,126.59469782803374
0,5,0,10,0.7,0.9,sortedPerfectTeachers,172.66877106521048
0,5,0,10,0.7,1.0,unsortedNaiveTeachers,91.71389822600072
0,5,0,10,0.7,1.0,unsortedUncertainTeachers,93.26377508184902
0,5,0,10,0.7,1.0,sortedUncertainTeachers,93.26377508184902
0,5,0,10,0.7,1.0,unsortedPerfectTeachers,149.00398271780116
0,5,0,10,0.7,1.0,sortedPerfectTeachers,199.79088085097686
0,5,0,10,0.7,1.1,unsortedNaiveTeachers,110.69373917384362
0,5,0,10,0.7,1.1,unsortedUncertainTeachers,102.65961450413069
0,5,0,10,0.7,1.1,sortedUncertainTeachers,102.65961450413069
0,5,0,10,0.7,1.1,unsortedPerfectTeachers,176.37557930381797
0,5,0,10,0.7,1.1,sortedPerfectTeachers,232.11191318088498
0,5,0,10,0.7,1.2,unsortedNaiveTeachers,102.46709559515568
0,5,0,10,0.7,1.2,unsortedUncertainTeachers,113.41871648488527
0,5,0,10,0.7,1.2,sortedUncertainTeachers,113.41871648488528
0,5,0,10,0.7,1.2,unsortedPerfectTeachers,208.8644460343392
0,5,0,10,0.7,1.2,sortedPerfectTeachers,270.6090692639874
0,10,0,10,0.7,0.8,unsortedNaiveTeachers,92.49088295121129
0,10,0,10,0.7,0.8,unsortedUncertainTeachers,77.95831006999882
0,10,0,10,0.7,0.8,sortedUncertainTeachers,77.95831006999883
0,10,0,10,0.7,0.8,unsortedPerfectTeachers,110.91052650524102
0,10,0,10,0.7,0.8,sortedPerfectTeachers,151.67871613872217
0,10,0,10,0.7,0.9,unsortedNaiveTeachers,81.473426148451
0,10,0,10,0.7,0.9,unsortedUncertainTeachers,85.07321666049228
0,10,0,10,0.7,0.9,sortedUncertainTeachers,85.07321666049228
0,10,0,10,0.7,0.9,unsortedPerfectTeachers,130.40877268841504
0,10,0,10,0.7,0.9,sortedPerfectTeachers,174.60205904900536
0,10,0,10,0.7,1.0,unsortedNaiveTeachers,98.43780037984124
0,10,0,10,0.7,1.0,unsortedUncertainTeachers,93.26377508184902
0,10,0,10,0.7,1.0,sortedUncertainTeachers,93.26377508184902
0,10,0,10,0.7,1.0,unsortedPerfectTeachers,153.5886527567989
0,10,0,10,0.7,1.0,sortedPerfectTeachers,201.80139627722411
0,10,0,10,0.7,1.1,unsortedNaiveTeachers,71.92100670234754
0,10,0,10,0.7,1.1,unsortedUncertainTeachers,102.6596145041307
0,10,0,10,0.7,1.1,sortedUncertainTeachers,102.65961450413069
0,10,0,10,0.7,1.1,unsortedPerfectTeachers,181.80601198295415
0,10,0,10,0.7,1.1,sortedPerfectTeachers,234.1386246558887
0,10,0,10,0.7,1.2,unsortedNaiveTeachers,118.75701808762975
0,10,0,10,0.7,1.2,unsortedUncertainTeachers,113.41871648488527
0,10,0,10,0.7,1.2,sortedUncertainTeachers,113.41871648488528
0,10,0,10,0.7,1.2,unsortedPerfectTeachers,216.1528049330508
0,10,0,10,0.7,1.2,sortedPerfectTeachers,272.64665623307025
0,1,0,10,0.8,0.8,unsortedNaiveTeachers,170.17676041885602
