trialNum,numTeachers,numAssessments,numExamples,teacherMu,exponent,simType,IG
0,1,0,12,0.5,1,unsortedNaiveTeachers,35.354970474057694
0,1,0,12,0.5,1,unsortedUncertainTeachers,53.39601467421245
0,1,0,12,0.5,1,sortedUncertainTeachers,53.39601467421244
0,1,0,12,0.5,1,unsortedPerfectTeachers,53.39601467421245
0,1,0,12,0.5,1,sortedPerfectTeachers,53.3960146742125
0,2,0,12,0.5,1,unsortedNaiveTeachers,48.23346196425808
0,2,0,12,0.5,1,unsortedUncertainTeachers,53.396014674212495
0,2,0,12,0.5,1,sortedUncertainTeachers,53.396014674212495
0,2,0,12,0.5,1,unsortedPerfectTeachers,57.38148490147698
0,2,0,12,0.5,1,sortedPerfectTeachers,93.70936605007736
0,3,0,12,0.5,1,unsortedNaiveTeachers,43.582139280366064
0,3,0,12,0.5,1,unsortedUncertainTeachers,53.396014674212495
0,3,0,12,0.5,1,sortedUncertainTeachers,53.39601467421249
0,3,0,12,0.5,1,unsortedPerfectTeachers,55.509682724575384
0,3,0,12,0.5,1,sortedPerfectTeachers,100.66223854054694
0,5,0,12,0.5,1,unsortedNaiveTeachers,49.48907800173585
0,5,0,12,0.5,1,unsortedUncertainTeachers,53.39601467421248
0,5,0,12,0.5,1,sortedUncertainTeachers,53.39601467421248
0,5,0,12,0.5,1,unsortedPerfectTeachers,56.26225332560611
0,5,0,12,0.5,1,sortedPerfectTeachers,105.94956368757165
0,10,0,12,0.5,1,unsortedNaiveTeachers,43.59075262745542
0,10,0,12,0.5,1,unsortedUncertainTeachers,53.39601467421248
0,10,0,12,0.5,1,sortedUncertainTeachers,53.39601467421248
0,10,0,12,0.5,1,unsortedPerfectTeachers,57.69572099665129
0,10,0,12,0.5,1,sortedPerfectTeachers,107.40813614192338
0,1,0,12,0.52,1,unsortedNaiveTeachers,52.22393462262455
0,1,0,12,0.52,1,unsortedUncertainTeachers,52.22393462262455
0,1,0,12,0.52,1,sortedUncertainTeachers,52.223934622624576
0,1,0,12,0.52,1,unsortedPerfectTeachers,59.90549100520676
0,1,0,12,0.52,1,sortedPerfectTeachers,59.90549100520672
0,2,0,12,0.52,1,unsortedNaiveTeachers,50.65146513037795
0,2,0,12,0.52,1,unsortedUncertainTeachers,52.223934622624505
0,2,0,12,0.52,1,sortedUncertainTeachers,52.22393462262448
0,2,0,12,0.52,1,unsortedPerfectTeachers,60.63872428252506
0,2,0,12,0.52,1,sortedPerfectTeachers,100.09502063390464
0,3,0,12,0.52,1,unsortedNaiveTeachers,39.82922943684189
0,3,0,12,0.52,1,unsortedUncertainTeachers,52.22393462262451
0,3,0,12,0.52,1,sortedUncertainTeachers,52.22393462262451
0,3,0,12,0.52,1,unsortedPerfectTeachers,59.90549100520673
0,3,0,12,0.52,1,sortedPerfectTeachers,105.87048816866769
0,5,0,12,0.52,1,unsortedNaiveTeachers,52.859309779027996
0,5,0,12,0.52,1,unsortedUncertainTeachers,52.22393462262452
0,5,0,12,0.52,1,sortedUncertainTeachers,52.22393462262452
0,5,0,12,0.52,1,unsortedPerfectTeachers,60.27412177431146
0,5,0,12,0.52,1,sortedPerfectTeachers,109.98969136537671
0,10,0,12,0.52,1,unsortedNaiveTeachers,43.78336659480026
0,10,0,12,0.52,1,unsortedUncertainTeachers,52.223934622624526
0,10,0,12,0.52,1,sortedUncertainTeachers,52.22393462262452
